TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID
658662	strain	2_976_200643_171549_2005525_375288_658662_658662.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_D26_UnclassifiedParabacteroidessp_D26strain	0	4365130
658665	strain	2_1239_186801_186802_186803_189330_658665_658665.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Doreasp_D27_UnclassifiedDoreasp_D27strain	0	denovo7590.0
1261	strain	2_1239_186801_186802_186804_1257_1261_1261.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_Peptostreptococcusanaerobius_UnclassifiedPeptostreptococcusanaerobiusstrain	0	264155.1
556270	strain	2_1239_526524_526525_128827_100883_556270_556270.0	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_Coprobacillussp_D7_UnclassifiedCoprobacillussp_D7strain	0	828435
1264	strain	2_1239_186801_186802_541000_1263_1264_1264.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus_UnclassifiedRuminococcusalbusstrain	0	denovo902.1
1264.1	strain	2_1239_186801_186802_541000_1263_1264_1264.1	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus_UnclassifiedRuminococcusalbusstrain	0	1106006
1265	strain	2_1239_186801_186802_541000_1263_1265_1265.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain	0	827522
1265.1	strain	2_1239_186801_186802_541000_1263_1265_1265.1	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain	0	262258
1265.2	strain	2_1239_186801_186802_541000_1263_1265_1265.2	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain	0	313431
1265.3	strain	2_1239_186801_186802_541000_1263_1265_1265.3	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain	0	4336940
1265.4	strain	2_1239_186801_186802_541000_1263_1265_1265.4	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens_UnclassifiedRuminococcusflavefaciensstrain	0	270030
1658108	strain	2_1239_186801_186802_186803_1973274_1658108_1658108.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Niameybacter_Niameybactermassiliensis_UnclassifiedNiameybactermassiliensisstrain	0	denovo3630.1
1658112	strain	2_1239_186801_186802_186806_1730_1658112_1658112.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumsp_SB2_UnclassifiedEubacteriumsp_SB2strain	0	denovo2795.0
1520805	strain	2_1239_186801_186802_186803_572511_1520805_1520805.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_SF-50_UnclassifiedBlautiasp_SF-50strain	0	denovo3271.0
1579	strain	2_1239_91061_186826_33958_1578_1579_1579.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusacidophilus_UnclassifiedLactobacillusacidophilusstrain	0	1995182
290052	strain	2_1239_186801_186802_541000_35829_290052_290052.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio_Acetivibrioethanolgignens_UnclassifiedAcetivibrioethanolgignensstrain	0	denovo4860.0
394503	strain	2_1239_186801_186802_541000_1508657_1521_394503	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]cellulolyticum	0	229455
861454	strain	2_1239_186801_186802_186803_712976_861454	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacteriumoraltaxon082	0	339329
1127696	strain	2_976_200643_171549_171551_836_41976_1127696	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonascatoniae	0	denovo663.0
1127699	strain	2_976_200643_171549_171552_838_633701_1127699	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasaccharolytica	3.6042	999986.1
1484053	strain	2_976_200643_1970189_1471398_1573806_1484053_1484053.0	Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Prolixibacteraceae_Mariniphaga_Mariniphagaanaerophila_UnclassifiedMariniphagaanaerophilastrain	0	190026
566550	strain	2_1239_186801_186802_31979_1649459_154046_566550	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_Hungatellahathewayi	0	318732
679199	strain	2_976_200643_171549_171552_1283313_671218_679199	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_Alloprevotellarava	0	denovo329.0
679200	strain	2_1239_186801_186802_186803_43994_43995_679200	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Johnsonella_Johnsonellaignava	0	263834
1313	strain	2_1239_91061_186826_1300_1301_1313_1313.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcuspneumoniae_UnclassifiedStreptococcuspneumoniaestrain	0	661259.1
1313.1	strain	2_1239_91061_186826_1300_1301_1313_1313.1	Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcuspneumoniae_UnclassifiedStreptococcuspneumoniaestrain	0	303652
1619234	strain	2_1239_186801_186802_186803_1855714_1619234_1619234.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerobium_Anaerobiumacetethylicum_UnclassifiedAnaerobiumacetethylicumstrain	0	183606
77095	strain	2_976_200643_171549_171552_838_77095_77095.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabryantii_UnclassifiedPrevotellabryantiistrain	0	denovo4456.1
77095.1	strain	2_976_200643_171549_171552_838_77095_77095.1	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabryantii_UnclassifiedPrevotellabryantiistrain	0	denovo10718.0
1408305	strain	2_1239_186801_186802_186803_830_1408305_1408305.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_LB2008_UnclassifiedButyrivibriosp_LB2008strain	0	134065
1408306	strain	2_1239_186801_186802_186803_830_1408306_1408306.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_MC2021_UnclassifiedButyrivibriosp_MC2021strain	0	355440
1410611	strain	2_1239_186801_186802_186803_830_1410611_1410611.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_WCE2006_UnclassifiedButyrivibriosp_WCE2006strain	0	denovo4069.0
1408309	strain	2_976_200643_171549_171552_838_1408309_1408309.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_FD3004_UnclassifiedPrevotellasp_FD3004strain	0	denovo6551.0
1408311	strain	2_1239_186801_186802_186803_265975_1408311_1408311.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_FC2011_UnclassifiedOribacteriumsp_FC2011strain	0	263992.1
1408312	strain	2_1239_186801_186802_186803_46205_1408312_1408312.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_LB2011_UnclassifiedPseudobutyrivibriosp_LB2011strain	0	335965
1408319	strain	2_1239_186801_186802_186803_1408319_1408319.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAB2028_UnclassifiedLachnospiraceaebacteriumAB2028strain	0	262326.1
1408320	strain	2_1239_186801_186802_186803_1408320_1408320.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC2014_UnclassifiedLachnospiraceaebacteriumAC2014strain	0	184451
1408321	strain	2_1239_186801_186802_186803_1408321_1408321.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC2028_UnclassifiedLachnospiraceaebacteriumAC2028strain	0	191948
1408322	strain	2_1239_186801_186802_186803_1408322_1408322.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC3007_UnclassifiedLachnospiraceaebacteriumAC3007strain	0	263828
1408323	strain	2_1239_186801_186802_186803_1408323_1408323.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMA2020_UnclassifiedLachnospiraceaebacteriumMA2020strain	0	denovo3492.0
52560	strain	2_1224_28221_213115_213116_898_52560_52560.0	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfomicrobiaceae_Desulfomicrobium_Desulfomicrobiumapsheronum_UnclassifiedDesulfomicrobiumapsheronumstrain	0	263518
742725	strain	2_976_200643_171549_171550_239759_626932_742725	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesindistinctus	0	denovo193.0
742726	strain	2_976_200643_171549_2005519_397864_487174_742726	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_Barnesiellaintestinihominis	0	262102
742732	strain	2_1239_186801_186802_186803_1506553_208479_742732	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]bolteae	0	4380294
742733	strain	2_1239_186801_186802_186803_1506553_358743_742733	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]citroniae	0	265912
742734	strain	2_1239_186801_186802_186803_1506553_358743_742734	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]citroniae	0	denovo274.0
742735	strain	2_1239_186801_186802_186803_1506553_1531_742735	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme	0	190547
742736	strain	2_1239_186801_186802_186803_1506553_1531_742736	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme	0	denovo11903.0
742737	strain	2_1239_186801_186802_31979_1649459_154046_742737	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_Hungatellahathewayi	0	269546
742738	strain	2_1239_186801_186802_946234_292800_742738	Bacteria_Firmicutes_Clostridia_Clostridiales_Flavonifractor_Flavonifractorplautii	0	denovo9794.0
742740	strain	2_1239_186801_186802_186803_1506553_1512_742740	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]symbiosum	0	264225.1
880526	strain	2_976_200643_171549_171550_28138_28139_880526	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenella_Rikenellamicrofusus	0	denovo4581.0
1297750	strain	2_976_200643_171549_815_816_1297750_1297750.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesluti_UnclassifiedBacteroideslutistrain	0	denovo9564.0
1157383	strain	2_1239_91061_186826_81852_1350_1351_1157383	Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecalis	0.0786	839152
638301	strain	2_1239_91061_186826_186828_117563_46124_638301	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_Granulicatellaadiacens	0	denovo7784.0
1203550	strain	2_976_200643_171549_171552_838_28134_1203550	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoralis	0	denovo3940.1
483216	strain	2_976_200643_171549_815_816_28111_483216	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroideseggerthii	0.0393	denovo11841.0
1254	strain	2_1239_91061_186826_33958_1253_1254_1254.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_Pediococcusacidilactici_UnclassifiedPediococcusacidilacticistrain	0	denovo404.0
709991	strain	2_976_200643_171549_1853231_283168_28118_709991	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Odoribactersplanchnicus	0	denovo5712.0
1379690	strain	2_976_200643_171549_815_816_28116_1379690	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesovatus	0.8648	1992
742765	strain	2_1239_186801_186802_186803_189330_39486_742765	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Doreaformicigenerans	0	348376
1597	strain	2_1239_91061_186826_33958_1578_1597_1597.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusparacasei_UnclassifiedLactobacillusparacaseistrain	0	187962
1598	strain	2_1239_91061_186826_33958_1578_1598_1598.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusreuteri_UnclassifiedLactobacillusreuteristrain	0	denovo532.0
1598.1	strain	2_1239_91061_186826_33958_1578_1598_1598.1	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusreuteri_UnclassifiedLactobacillusreuteristrain	0.000196541	539647
1574263	strain	2_1239_526524_526525_128827_1470349_1574263_1574263.0	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_CandidatusStoquefichus_CandidatusStoquefichussp_KLE1796_UnclassifiedCandidatusStoquefichussp_KLE1796strain	0	262095
1449336	strain	2_1239_91061_186826_186828_2747_2748_1449336	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_Carnobacteriumdivergens	0	denovo7309.0
1574265	strain	2_74201_203494_48461_1647988_239934_1574265_1574265.0	Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiasp_KLE1798_UnclassifiedAkkermansiasp_KLE1798strain	0.000196541	denovo3637.0
1410623	strain	2_1239_186801_186802_186803_1410623_1410623.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumFD2005_UnclassifiedLachnospiraceaebacteriumFD2005strain	0	318503.1
568703	strain	2_1239_91061_186826_33958_1578_47715_568703	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusrhamnosus	0.0184	269125
568704	strain	2_1239_91061_186826_33958_1578_47715_568704	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusrhamnosus	0	denovo3118.0
1297793	strain	2_1239_186801_186802_186803_1506553_29370_1297793	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]sphenoides	0	132338
28038	strain	2_1239_91061_186826_33958_1578_28038_28038.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluscurvatus_UnclassifiedLactobacilluscurvatusstrain	0	denovo5303.0
435591	strain	2_976_200643_171549_2005525_375288_823_435591	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesdistasonis	0.0196	denovo4118.1
28052	strain	2_1239_186801_186802_186803_28050_28052_28052.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospirapectinoschiza_UnclassifiedLachnospirapectinoschizastrain	0	832848
1203606	strain	2_1239_186801_186802_31979_580596_501571_1203606	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Butyricicoccus_Butyricicoccuspullicaecorum	0	denovo1032.0
397287	strain	2_1239_186801_186802_186803_397287_397287.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium28-4_UnclassifiedLachnospiraceaebacterium28-4strain	0	340139
1410628	strain	2_1239_186801_186802_186803_1410628_1410628.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumND2006_UnclassifiedLachnospiraceaebacteriumND2006strain	0	184925
1203610	strain	2_976_200643_171549_2005525_375288_574930_1203610	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesgordonii	0.0197	denovo8025.0
1203611	strain	2_976_200643_171549_171550_239759_328813_1203611	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesonderdonkii	0	194490
742817	strain	2_976_200643_171549_1853231_283168_626933_742817	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Odoribacterlaneus	0	835900
1703332	strain	2_1239_186801_186802_186803_1703332_1703332.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumTF01-11_UnclassifiedLachnospiraceaebacteriumTF01-11strain	0	3957916
1606	strain	2_1239_91061_186826_33958_1578_1606_1606.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusaviarius_UnclassifiedLactobacillusaviariusstrain	0	295590
1211818	strain	2_1239_186801_186802_186803_189330_1470355_1211818	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_CandidatusDoreamassiliensis	0	1109178.1
1211819	strain	2_1239_526524_526525_128827_61170_1468449_1211819	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_Holdemaniamassiliensis	0	denovo5741.0
1408428	strain	2_1224_28221_213115_194924_35832_35833_1408428	Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophilawadsworthia	0	1108599
1408431	strain	2_1239_186801_186802_186803_830_43305_1408431	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrioproteoclasticus	0	4464113.1
357809	strain	2_1239_186801_186802_186803_1506553_66219_357809	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Lachnoclostridiumphytofermentans	0	191318
1408437	strain	2_1239_186801_186802_541000_2048137_39484_1408437	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Agathobaculum_Agathobaculumdesmolans	0	837859
642492	strain	2_1239_186801_186802_186803_698776_29360_642492	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_Cellulosilyticumlentocellum	0	4471135
1211844	strain	2_1239_526524_526525_128827_1470349_1470350_1211844	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_CandidatusStoquefichus_CandidatusStoquefichusmassiliensis	0	4444771.1
880074	strain	2_976_200643_171549_2005519_397864_397865_880074	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_Barnesiellaviscericola	0.0786	denovo6432.0
552398	strain	2_1239_186801_186802_541000_552398_552398.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumD16_UnclassifiedRuminococcaceaebacteriumD16strain	0	denovo7933.0
28112	strain	2_976_200643_171549_2005525_195950_28112_28112.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia_UnclassifiedTannerellaforsythiastrain	0	179513
28112.1	strain	2_976_200643_171549_2005525_195950_28112_28112.1	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia_UnclassifiedTannerellaforsythiastrain	0	179616
28112.2	strain	2_976_200643_171549_2005525_195950_28112_28112.2	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia_UnclassifiedTannerellaforsythiastrain	0	denovo12307.0
28112.3	strain	2_976_200643_171549_2005525_195950_28112_28112.3	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia_UnclassifiedTannerellaforsythiastrain	0.000982704	denovo4139.0
28116	strain	2_976_200643_171549_815_816_28116_28116.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesovatus_UnclassifiedBacteroidesovatusstrain	0.000196541	3141094
28116.1	strain	2_976_200643_171549_815_816_28116_28116.1	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesovatus_UnclassifiedBacteroidesovatusstrain	0	3563235
28118	strain	2_976_200643_171549_1853231_283168_28118_28118.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Odoribactersplanchnicus_UnclassifiedOdoribactersplanchnicusstrain	0	denovo4458.0
28125	strain	2_976_200643_171549_171552_838_28125_28125.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabivia_UnclassifiedPrevotellabiviastrain	0	denovo1369.0
28128	strain	2_976_200643_171549_171552_838_28128_28128.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellacorporis_UnclassifiedPrevotellacorporisstrain	0	denovo11165.0
28131	strain	2_976_200643_171549_171552_838_28131_28131.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain	0.000589623	denovo11208.0
28131.1	strain	2_976_200643_171549_171552_838_28131_28131.1	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain	0	denovo883.0
28131.2	strain	2_976_200643_171549_171552_838_28131_28131.2	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain	0.001572327	denovo8413.0
28131.3	strain	2_976_200643_171549_171552_838_28131_28131.3	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain	0	denovo3940.0
28131.4	strain	2_976_200643_171549_171552_838_28131_28131.4	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain	0	denovo12370.0
28131.5	strain	2_976_200643_171549_171552_838_28131_28131.5	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain	0.042180787	999986
28132	strain	2_976_200643_171549_171552_838_28132_28132.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamelaninogenica_UnclassifiedPrevotellamelaninogenicastrain	0	denovo5454.0
650150	strain	2_1239_526524_526525_128827_1647_1648_650150	Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_Erysipelothrixrhusiopathiae	0	denovo8648.0
28136	strain	2_976_200643_171549_171552_838_28136_28136.0	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoulorum_UnclassifiedPrevotellaoulorumstrain	0	denovo10393.1
142588	strain	2_1239_91061_186826_186828_142587_142588_142588.0	Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Isobaculum_Isobaculummelis_UnclassifiedIsobaculummelisstrain	0	denovo4615.0
693746	strain	2_1239_186801_186802_216572_459786_351091_693746	Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibactervalericigenes	0	denovo9179.0
1526	strain	2_1239_186801_186802_186803_1506553_1526_1526.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]aminophilum_Unclassified[Clostridium]aminophilumstrain	0	denovo5426.0
1526.1	strain	2_1239_186801_186802_186803_1506553_1526_1526.1	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]aminophilum_Unclassified[Clostridium]aminophilumstrain	0	4442899
1527	strain	2_1239_186801_186802_186803_1843210_1527_1527.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumnaaminovalerica_UnclassifiedAnaerocolumnaaminovalericastrain	0	271602
1007096	strain	2_1239_186801_186802_216572_459786_1263547_1007096	Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibacterruminantium	0	167509.1
1531	strain	2_1239_186801_186802_186803_1506553_1531_1531.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme_Unclassified[Clostridium]clostridioformestrain	0	264225
1531.1	strain	2_1239_186801_186802_186803_1506553_1531_1531.1	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme_Unclassified[Clostridium]clostridioformestrain	0	189585
1531.2	strain	2_1239_186801_186802_186803_1506553_1531_1531.2	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme_Unclassified[Clostridium]clostridioformestrain	0	191811
1532	strain	2_1239_186801_186802_186803_572511_1532_1532.0	Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiacoccoides_UnclassifiedBlautiacoccoidesstrain	0	193680
1280	strain	2_1239_91061_1385_90964_1279_1280_1280.0	Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcusaureus_UnclassifiedStaphylococcusaureusstrain	0	4312974
1280.1	strain	2_1239_91061_1385_90964_1279_1280_1280.1	Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcusaureus_UnclassifiedStaphylococcusaureusstrain	0	70830.1
1033731	strain	2_976_200643_171549_171550_239759_1465754_1033731	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipestimonensis	0.0393	1107652
1033732	strain	2_976_200643_171549_171550_239759_1288121_1033732	Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessenegalensis	0	denovo2990.1
1150474	strain	2_200918_188708_1769716_1769717_1495038_1495039_1150474	Bacteria_Thermotogae_Thermotogae_Mesoaciditogales_Mesoaciditogaceae_Mesoaciditoga_Mesoaciditogalauensis	0	denovo4306.0
1588748	strain	2_1239_909932_1843489_31977_1588748_1588748.0	Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_VeillonellaceaebacteriumKA00182_UnclassifiedVeillonellaceaebacteriumKA00182strain	0	denovo4594.0
